tweet_id,class,tweet_body,split
5838,2,@c00ntact @KevinI bumcia is trash smfh I would've thought he would have gone after Khan but what you said makes sense,validation
5846,0,@cambreezy_ @TheLittleFella_ she spelled faggots with an e you're so cool lol,validation
5848,1,@cameron_ast @lanahudsonnn are u fucking still talking bitch I wanna see that I don't give a fuck about your ugly ass girlfriend son,train
5852,2,@caraabastow That's a cute and fuzzy one...hehehe ;),train
5853,2,"@caritoguey 02' Charcoal 7s are pre-owned, no sole wear or scuffs Size 10.5, Cherry 12's DS size 11.5",train
5856,2,@carolinebakkk those were bumblebees....,train
5860,1,@catleesh_ I have small pussy size plugs,test
5861,2,@caycifish What is that monkey doing to those poor bottles?,train
5862,0,@caykelly16 @MadisonEarhart u guys are fags.,train
5869,1,@ccass357 @Liveitupjersey real Serious in CT! Bunch of whiney cunts!,test
5873,1,@chandraingram95 sounds like you bout to smack a hoe,validation
5880,0,@chanelisabeth that nigger music,train
5882,1,@charlieecai ok!!!!! Stupid bitch,train
5883,2,@charlierose @jdickerson racist @NorahODonnell Texas trash GWBush came to WH numb remember he and Republicans stole the election,train
5885,2,@charliesheen Charlie PLEASE STOP. from 1 ole fart 2 another...,test
5886,2,"@charliesheen Charlie, im an old lady. don't EVER SAY UGLY THINGS ABOUT UR CHILDRENS MOM.. I GET IT!!!, JUS DONT! BIG HUG",train
5887,2,@charloosss @keepitplur @nicoleariel_ I'll chug my tall can . but homegirl won't approve lol,train
5890,2,@cheetahxcheeks lol trash I would of kept it if she was cute,test
5892,0,@chemicalkidss this bitch look like a fucking white trash Trailer park queen lookin man bear pig. http://t.co/fqyXLJYIET,train
5894,1,@chloeforsale wigg I love you bitch &#128536;,train
5895,2,"@chris2x @NevadaPR Camels, ostriches and zebras! See you at the races! #VCCamelRaces",validation
5897,2,@chrisbickert i want it! I love her gooks! she is awesome where did you get it?,test
5902,2,@christianvansly haha I'm shocked barca got more yellow cards this time,train
5903,2,@chucktodd @meetthepress he was walking &amp; 3 little birds pitch by his doorstep. Singing sweet songs of melodies pure &amp; true. Saying ...,test
5904,1,"@chvrlesGoldie like Hov said ""we all ghetto b"" lol",train
5908,2,"@claraoswined cute, but I love her yellow raincoat the most, the contrast with that&amp;her hair looks so cute! :P I love her face in your icon!",train
5915,2,@cnnbrk let me guess they have yellow cake too? Same crap different president,validation
5918,0,@coffincreepxx you had to throw in the faggot word smh smh smh,train
5922,2,@contrarian11 @YouTube yeah. great song. just watching the MSG concert of 1990 Yankee Stadium gig.,train
5930,0,"@coughlan616 Youre racist against white people whigger. Anti-Racist is a codeword for anti-white.
Anti-zionist is a codeword for antisemite.",train
5932,2,@craigcalcaterra Hes behind the plate for the game tonight here in AZ. Im looking to buy a red&amp;yellow Balkamania shirt I can tear off there.,train
5938,1,@cristiannt_ bitch am not gonna shut shit up feel free to join them,train
5943,2,@cryancarfield haven't you ever heard the story of the birds and the bees,train
5947,2,"@cullenbunn Maybe Baylee Ann, Tater Pud, Nurse Fester, Charlie Chainsaws, &amp; Mama Rot should be their own team?! Next time in PunisherMAX!:-D",train
5950,1,@cuteasstab niggah this shit serious aint no one laughing,train
5952,2,"@cxslug I never did those games, but I was obsessed with Angry birds. Which is why it took me so long to do CCS. I was scared. Lol",test
5953,2,@d6_9b idk... It's trash though!,validation
5954,2,@dabbba @Pinchehonkey Far as I can tell coon tracks on the cab door window - tractor was parked by some trees away from home,test
5956,2,@daggerbyte @MichaelSmartGuy @spacej_me @pizzahut Given the rickety slant of that roof I'd say more like Pizza Shanty,test
5958,2,@daishialopez how could you say such a thing woman?! You have two functioning chest tables to hold your peanut butter and crackers!,validation
5973,0,@dantoomey2 fuck you faggot,train
5975,1,@danusaur @GoldenArmada_ we don't love these hoes,test
5978,2,@darrenburton_ and take the trash out and separate the recyclables,validation
5979,0,@darthdanaa Yes you do retard.,train
5980,2,"@datachick Humanity really needs to get past this whole ""slow down and stare at the scene of an accident"" ape mentality we have :-/",test
5988,1,"@davidlyon1690 @_shannonmacleod he wants pussy, nd a dini mean a cat",test
5993,1,@deadgrl_666 she can just fuckin call the venue about it and they'll cancel the lost tickets and reprint new ones what a dumb bitch,test
5995,0,@delaney_guinan a faggot that needs to grow up,train
5998,0,@delaney_guinan you did a good job doing that to me and not texting back faggot,train
6002,0,@deno_5 @kaitlyninst0ne you're reading you coon,train
6003,0,"@densonkeith most of these people are followers of followers of truth, but they themselves are still niggers... their outlook, mind &amp; all.",train
6006,0,@denytheprophecy thanks for ignoring my texts fag,validation
6013,2,"@desamador you gotta be like me n the twins, just chug it all before everyone",validation
6015,1,@dfa73 @hellyeahcalum @InStyle David block that bitch,train
6016,2,@dgardner @YoniFreedhoff Sounds like the hysteria over bird flu a few years back. It had a lower mortality rate than the regular flu.,train
6023,2,"@dish 
Was just wondering if yo espect to add mo colored tv stations befo I renew dis",validation
6025,0,"@dish_answers 
You gots da BET and da MSNBC wit dat colored reverend who only listen to coloreds. What else I missing?",train
6032,0,@djfeds suck my dick tacos el negro better,test
6037,2,@dminion25 it's kinda screwed up that they were my guinea pigs but i was only experimenting on taste instead i got more interesting results.,train
6040,2,"@dolphrudager Only one current Yankee sells! Only one current BoSox sells! Only ONE player on each L.A. team sells! Most teams have 0, yeah.",train
6041,0,"@dolphrudager You don't have any kids?! What are you, one of them queers!?",validation
6051,0,"@drboycewatkins1 Coons and monkeys like you disgust me, you minstrel show negro. Crying about shit all the time you're a disgrace everywhere",train
6053,2,@dreadywhiteboy @JwanUrebay then the kid he sold it to brought it back to him cooked in a brownie,train
6054,0,"@drew4130 @mailgal2000
Y'all hire colored folk? Only work half da day and throw da mail in da sewer if we ain't done",train
6061,2,@dustincmc @KevinKillsThngs ghetto=black,train
6062,2,@dxum7 Jordan's are trash,validation
6064,2,"@eGoTheIcoN those ""trash"" SnD stars would scrape ur team in SnD and most pro teams.",test
6065,2,"@eHarmoniee first second an third mistake...&#128514;&#128514; i been hearing it wus trash tho...kinda wan give it a listen, kinda dont",train
6067,2,@eanahS__ nips,train
6069,2,@ebomb26 cool beaners.,train
6070,2,@ebomb26 cool beaners. i just got home. ready to keep my couch from floating away. lol,train
6073,2,"@edouglas528 I know how you feel,wait,no I don't. Perfect week for me would be Yanks not getting Lee #goSox #goPats",test
6074,2,@edouglas528 Quick game for Sox Yanks.....hope you get home soon,train
6075,2,@edouglas528 Sorry bout your Yanks Earl....who uya like in the WS?,train
6076,2,@edouglas528 That would be your Yankees Earl....we all know they should win all 162,test
6081,0,@ehasselbeck @bi_politics teaching that pretend son to b a pussy! his son would have LACE ON HIS JOCK STRAP!,train
6082,0,@el_prietito @lovexlilyy Them jigaboos aka homewreckers needs to get blocked!,train
6083,2,"@elchavaloko @Buckm00se yeah sorry monkey team just keeps kicking ppl, waiting for muh pizza",train
6088,0,@elchavaloko who cares tbh ones a shitty dirty Argentino &amp; the other is a feather fisted nigger,train
6090,2,@elise_palmer im assuming mickey bubbles,train
6094,2,@elliottgianaris gook,train
6105,1,@equallydestruct lmao don't fight me you don't know my ghetto ass school dude I highly doubt that since I don't give a fuck about it,validation
6107,2,@erinscafe Bu I do. I do hate the playa. And the Yankees. If I hate the Yankees for their payroll I have to hate the Dodgers.,train
6109,0,"@erinscafe We hate the Yankees though, right? I feel like I'm really good at hating them.",train
6114,1,@es_jump i know imma broke ass bitch,test
6116,1,@espinosa_32 pussy pussy pussy,test
6117,1,@espinosa_32 you're a bitch,train
6124,1,@fabbymichelle cause I didn't wanna see your bitch ass,validation
6130,2,@fawfulfan @BigKahuna919191 @alfranken birds of a feather. go away,test
6133,1,@felicity182 i think u need a massage or a pussy in your mouth to make u feel less stressed out don't u think?,train
6135,0,@femalejokerhoee yeah he sucks just like the other fags who are... oh nevermind there are NO fags in the #NFL,validation
6136,2,@fennecuskitsune you've got no sole,train
6137,0,"@feverspell @NYRKelsMads I'll do it! @1dgroupiegossip In the UK, ""Fag"" means cigarette and a ""faggot"" is a bundle of sticks, you homo.",train
6145,1,@flyyImpact Yo follow me back nigguh,train
6146,2,@foreverschmoked vertical nip bars..I already have horizontal ones so I think it'll look hella cute,test
6147,2,"@forgivemehera also, I put 'i touch myself' on a ned/chuck mix.",validation
6152,2,@fredabrahams @Brown_Moses I saw the actual tweet while scanning Jihadi accounts. They put a screen shot of it with: all aid workers r spies,validation
6158,0,@fucktyler fuck you spear chucker,train
6160,0,@fucktyler me too Tyler it just makes me think that they're lil nigger baby hoodrats.,train
6163,1,@gabbella03 rt something else from another bitch in panties about love I swear,train
6164,2,@gabby_moscato @Huntermoore They would make a great baby bird pic bruh!,validation
6175,1,"@garrett_winker shit what's up with then hoes I'll do both hoe, Am pretty sure u not on my level",test
6176,0,@garrett_winker wow u hoe is the term for women,train
6177,0,"@gayle_ryan I don't hate the Japs. But, I AINT FORGETTING GETTIN JAPPED EITHER.",validation
6180,0,"@gellebeaux_ whatever hoe bitch #1 them ""fags"" beat yall sad asses too",train
6181,0,@genuineMitzi @NonVictional fags.!,train
6183,0,@georgiathenewsa @Rosaalbae your tits may be better looking but her face makes you like a Asian or Latina tranny #facts,train
6184,0,@georgiathenewsa you look like a welfare bitch compared to Latinas I date and fuck. You need fashion and makeup tips tbh,train
6185,2,"@gerfingerpoken2 His job as US Prez, to protect us is throw in trash..Ebola ER at our cost Daniel, both money &amp; lives! DoG",train
6188,0,@gezus__ @MANIAC3X @bam00se @Woody_AFC mean bro fucking faggot,train
6190,0,@gezus__ die in a car accident then faggot,train
6191,1,@gezus__ you gunna let that bitch do you like that?,test
6195,2,@gifs http://t.co/J1PWlaeRCu (via @teapot),test
6197,1,@gillbowski7 @MasiBlatnoy @DroBaby_ fuckkn hate when he fights. Being a big pussy all the time.,train
6201,2,@gln @capotej Do you think the guinea pig was okay? :(,train
6204,0,@godrocamora416 faggot,train
6207,1,@goldielocks512 Bitch pussy,validation
6208,2,@goldietaylor @theGrio puppets like Don will intentionally and forever cripple our people's ability to unify a Eco and political consensus,train
6209,2,@goldiethegamma @CLoprestiWFAN I'm referring to the second down put Vick in slot play #trash,validation
6213,0,@gonzalez_sassy ur not sassy white trash change ur username,train
6217,2,@greekkid31 @TaraSetmayer @TheWillDunne yes true reagan was the first..ike wouldnt. While president and he was supreme allied commander.,test
6218,2,"@gregorious13 I don't understand it, there's trash cans/dumpsters everywhere and if there's not, just wait till you go somewhere with one.",train
6221,2,"@grinand BTW, Happy Birthday, Charlie! Get better soon!",train
6222,2,"@grinand http://www.youtube.com/watch?v=LRtKAQJUc3g Stay safe out there, Charlie.",train
6223,1,@grrizzIy @YUNGxSMBA the only place for a ho in the garden,train
6224,1,@grrizzIy pudding it right in her pussy,test
6225,1,@grrizzIy right in the fucking pussy,validation
6229,0,@gvvenivere learn how to type ya hillbilly,train
6232,0,@hand_tex @drapermark37 humans are evil man. Cutting tusks of these beautiful animals so chinks think the get a hard on.,train
6235,2,"@hardball @Milbank Chris stop your angry bird spitting n Dana go hail ur racial tendicies, u didn't infor, carter rt n u never talk abt him",train
6236,2,"@hardball @now @hardball_chris now jimmy want to talk trash would've ,should've, could've now, Chris stop talking and spitting!!!!!!!!!!!!!!",test
6240,1,@harley_schuder bitch where you going?,train
6241,1,"@harley_schuder hoe""",train
6242,1,@harley_schuder k bitch niggas,test
6245,2,@haylebopp Diaval gets a pass by virtue of mostly being a bird.,test
6246,2,"@haylebopp last year i had to explain why ""queer theory"" is the acceptable academic term",train
6248,2,@hayyllss Merry Christmas Hun ! &#127877;&#127876;&#10084;&#65039;,train
6251,2,@heavensenttynae nd you kno how much I love clams lol,train
6253,0,"@hekterr don't stop now half breed, I'm just starting to learn about what makes you a dumb ass",validation
6258,0,@hellootitty nigger,test
6267,0,@heyrmbr probs that fag Vhia,train
6268,1,@heyyayled dgaf hoe,train
6269,0,@heyyayled do i have to repeat myself u white trash,validation
6270,1,@hi_imkadie I wouldn't know cause i don't fuck with these hoes,validation
6272,1,"@hiyathanda_alps ""that hoe over there""",test
6276,2,@holmes0786 only if its yellow cake &amp; chocolate frosting,test
6277,0,@holyh00ker he looks like a pretty dyke&#128129;&#10024;,train
6278,2,"@hotzgeor Kept the border open to disease from Central America, lowest workforce part. % since Carter, yep, a real boon to NC.@ThomTillis",train
6279,0,@hunterbuch66 @kieffer_jason @sbsylvester all u can pull is the fucking retard,train
6281,0,@hunterbuch66 @kieffer_jason @sbsylvester yo fat ugly ass couldn't even pull the ugly bitch in the school,train
6283,2,@hxhsharingan666 did you make an animal cracker taco,validation
6285,1,@iAM_tRoyal5 @Briscoefunnyguy @I_GotOne @_KaeeJones lmaoooo that hoe look like &#128058;,validation
6303,1,@iLLEGALLYBadd my boy said this last night. I'll be in the gym Bc I refuse to be sloppy like these bad built bitches lol,train
6306,1,@iLoveQui that hoe suck,test
6308,1,@iMGorgeous_HOES eew bitch get out of my carrrr,validation
6310,0,"@iNURSELISA @blackredsoxfan 
It's a nice way of callin y'all honkies",train
6313,2,@iStricer You are hairy like a monkey. : P,train
6324,2,"@icpchad @UnseeingEyes ......monkey look, just like you!",validation
6325,1,@idclogan bad ass bitch!,train
6327,2,@idochips honky tonk badonka ankh,validation
6334,0,@illbreatheyouin happy birthday faggot.,train
6335,1,@illest_will @djdynamiq @edrobersonsf @sarahliz_sf TOP NOTCH bitches,train
6344,2,@imjoshdean That's hoser eh to you. http://t.co/QuLrtOWmLB,test
6346,1,@imxnii_ I swear this is just disgraceful like a bitch line a really be dry all day I'll only get emails from pacsun ! &#128557;&#128299;,validation
6349,1,@insta_trixx @itsjustlindaa @_xojaclyn my name is ollie bitch,train
6355,0,"@iowahawkblog @jjauthor to ----&gt;@DavidMasciotra get past boot camp, and go active a few years, see what we REALLY do daily you liberal pussy",train
6356,2,"@iowahawkblog I also recommend 6pack of shiner Bock and 12 hours of brisket duty at ""the pit"" feeding oak coals &#128521;",train
6360,1,@isaabbellla yo nig your a cheeseball.,test
6364,0,@itsjaylaaa eat shit nigga bitch turd bag dick beetle,test
6367,1,@itskingdee @GorgeousCamry_ no ion gotta do a bitch ass thang if you dont like wtf im saying unfollow me,train
6376,2,"@izziorizzi i'm not a trash talker, brah. i'm polite and diplomatic on and off the court.",train
6380,2,@jaaaaaade__ You can't see it but I'm flipping you the bird,train
6385,2,@jacobkesler @ki_kibaby @__adamdavis or if we pick you up in SC and take you with us nip to CR.,test
6386,2,"@jacquebland Weird to see a local yokel ""journalist"" get worked up enough to take such a pointed side, though. Thought they were impartial.",train
6393,0,@jakiekoelewijn nigga who's bitch u fucking cracker get your gay ass out my mentions.,train
6395,1,@janisjayy all the real gangsters knoww nate aint never loved no hoe,train
6399,2,"@jasonjwilde On that 4th down incompletion, both the slants looked like better options. Shame, but there&#8217;s a youth &amp; lack of trust going on.",train
6402,1,@jaureguisturnt them bitches smell like my farts i been holdin in since 5th grade,test
6407,0,@jayswaggkillah Is a fag,train
6414,1,@jcharles25 @tkelce y'all tryna fuck my bitch after the game or nah?,train
6415,0,"@jdickerson @ScottPelley @bobschieffer all racist nTx trash w @NorahODonnell all hate to see this particular man in WH n not the ""Butler""",test
6427,0,"@jennybaquing so terms like honkey, cracker, peckerwood and stereotypes of white people fucking their kids and sisters isn't racist? sweet!",test
6431,1,"@jerryrscuba Bare ass me again, I cunt hear you",test
6434,2,@jesseleesoffer it totally does. smells like brownies every day i walk to work.,train
6436,2,"@jessespector the bird has a hat. So it's hats on hats, who can beat that?",train
6438,2,@jessitron @Bsilverstrim77 ...in fact were I to start a for-profit university this would be the sole requirement for graduation!,test
6443,0,@jimachterfeld @joeo670 @dan_bernsein Bernstine is Chi Sox Jew fag.,train
6449,0,@jmellor432 fag,train
6452,0,@joeylattime @Mawson38 @ameriC00N thats just me rooting against a team I hate not banwagoning u retard u have a different favorite,train
6456,0,"@joh2guy I LOVE RACISM! ""Blame whitey"" for EVERYTHING!
Now that you mention it! I bet the white man put the Desert tortoise on #BundyRanch",train
6457,1,@johnwells__ fuck it hoes will be hoes.,train
6462,2,@jonsweethearts how are you Argie?,validation
6465,2,@jordan_luree @NatalieSchroyer me or nat!? &#128514;&#128514; def not me with that shiner,test
6469,2,@joshbuddy blue cheese crackers intrigues and repulses me at the same time.,train
6470,0,@joshgnf @brana_nv @define808 @ironbjk @mrjstn oh shut up faggot get a disease overused on twitter,train
6475,2,"@jrlikeswhisky @ZwithR stegosaurus hissed like a snake, pterodactyl sounded like a crow,T-rex like a cross between a parrot and an elephant",train
6476,1,@jrsmith12 @jaynovel let these hoes be great,train
6478,2,@jsimsromance My guy is a Maine coon and a total cuddle bum. Every one that I've ever met has been super friendly.,test
6485,0,@jumpmastere8 @dmcgowen1776 @visitorvisiting its retarded,train
6488,0,@just_joshin7 fag.,test
6503,1,@justinclark_5 oh I forgot you retarded lol lemme break it down for you where the BG hoes at lmao,train
6513,1,@kailanlee #pussy,train
6515,2,@kamkamluvsblk Yeah one called me a race traitor lol,train
6526,1,"@karlieu123 oh no no no. You're perpetually in the 15%. 

Your hairy pussy tho.... Different story.",validation
6527,1,@karlina_marie your pussy not mine &#128514; do you &#128526;,train
6530,0,"@karmendanielle_ u gotta slow down these coon hrs all they know is love n hip hop, lebron, &amp; fake love quotes",validation
6532,2,@kate_beckwith74 don't judge me monkey,validation
6548,2,@kayliefarmer hey now there's no need for foul language you kike,test
6557,1,@kayysavage bitch &amp; if they wasnt &#128514;&#128557;,test
6560,2,"@kboydee like some of the ""worst"" lyrics they post are beautiful but just because they don't know what they're talking about, it's ""trash""",train
6562,2,@keishagreyxxx that's the beauty of them brownies I always daydream about what I'd do if I hit the powerball lol (nerdy but fun),train
6563,1,@kelly_ryaaaan only dumb bitches r in 8th,validation
6565,0,@keltor_wade nah dude mostly just sound like a faggot,train
6568,2,@keno_ Isn't there a law that all clam chowder must be served im bread bowls? Haha,test
6571,2,@kenzieblake2015 its pretty easy actually. I'm just the cashier. Right now I'm eating those animal crackers lolol :),train
6574,1,@keongetsbitches fag &#128155;,train
6578,2,"@kfocht735 Nope - got lucky - some washing on the slopes, gonna make it a little rough combining but feeling very fortunate today",test
6579,2,@khamillkilroy &#128514;&#128514; Shy Glizzy,validation
6580,0,@kiara_curry i know im so kidding. Some of BET is funny. I love when blacks call eachother ignorant and niggers. Makes me not have to,test
6583,1,@kieffer_jason @C_janacek07. No the fuck it doesn't it's a fucking song wtf r u talking about. Yes the fuck I can bitch,train
6588,1,@kieffer_jason @NathannDevlin @zach_smith98 bitch that's next year come on the weekend,train
6593,1,@kieffer_jason @sbsylvester bitch what where y'all be at come to town east mall u and your bitch fuck boys,train
6594,1,@kieffer_jason @sbsylvester then bring yo bitch ass to town east mall let me know when u there bitch!,test
6595,1,@kieffer_jason @sbsylvester then bring your bitch ass to town east bitch,train
6599,0,@kieffer_jason @zach_smith98 @NathannDevlin so why the fuck are still talking shit. You acting like a pussy ass nigga,train
6617,1,"@kieffer_jason bitch cause u wanted to fight and you didn't show up, and tryna make a bet and shit get yo friendly ass off My Twitter",train
6621,1,@kieffer_jason bitch let's fight today where you at or are you going to bitch up again. I think your going to bitch up again,validation
6626,0,@kieffer_jason bitch was i talking to u stfu and get off my page oh bitch nigga u bout that life,train
6629,1,@kieffer_jason bitch who's fucking playing but you and how would u know what I smoke I don't fuck with friendly ass niggas,train
6632,1,@kieffer_jason bitch you are not funny stfu talking to me what part of that do you not understand?,train
6636,0,@kieffer_jason here let me say it more clearly since your retarded ass don't understand,validation
6637,0,@kieffer_jason how would u know if I don't fuck with you? Exactly you don't wtf I got shut your retarded ass up,validation
6643,0,@kieffer_jason lmao why ur dad raised u to be a bitch made nigga,train
6651,0,@kieffer_jason oh am I lame but yo pussy ass didn't show up the fuck u talking bout oh scary ass white boy,train
6652,0,@kieffer_jason oh but I am and my grades say other wise so u can stfu and get off my Twitter or u can box simple ass that pussy boy,validation
6661,1,@kieffer_jason u made me drive all the way to Plano then wanna bitch out,train
6669,0,@kieffer_jason your so fucking retared its not even funny bitch im going to sleep u,train
6670,0,@kiela_g_3 &#128514;&#128514;Alright fag what about this? http://t.co/5ht61NmjJ3,validation
6673,2,@kilmeade @foxandfriends don't you mean crowd not crows,test
6680,2,@kincade00 @mistaturk5 lmaooo just call my phone if you want them birds *Migos Voice*,train
6683,0,@kincade00 shut up bitch for I spit on you,test
6684,1,@kincade00 you owe me anyway hoe I need that with interest or shooting your shit up,validation
6691,0,@kingxxlopez Roberts is a fuckin fag&#128514; smack the shit outta him,train
6694,0,@kirstynehbu faggot,train
6695,0,@kitlange stop oppressing me! Have you heard of free speech? Stop shoving your lifestyle down my throat! 1st AMENDMENT! #tcot #teabaggers,train
6697,0,@kitten_nugget69 stfu dyke looking hoe.,validation
6698,0,@kittty_jpg @SteeZeyFLOW @nosfiend215 at least im not black bitch your parents left you in the mcdonalds parking lot after you were born,validation
6699,1,@kittty_jpg @nosfiend215 @SteeZeyFLOW you were the one that jumped in this conversation you smelly ass bitch... just fuck off and thats it..,train
6703,0,@klejdys He may be 'hustlin' but he studied Critical (Race) Theory and 'my people' Holder is getting his 'revenge.' They hate whitey.,train
6708,0,"@kmdk83 @BeautifulMined
I hopes dis ain't cause he colored cause I knows he be actin all nigga like",test
6709,1,@knvcklepvck gimme one with his mouth closed I can't draw teeth without making them look retarded oMF,train
6711,0,@krispy717 @grizzboadams fucking gay faggot look at that gay ass pink shirt haha,train
6712,0,@kristin12909 better nig. Lol but if anything ill flip u the 10 or something. Im tryna get some more cash,test
6714,2,@ksecus I give up on the Tankees I mean Yankees. Maybe next year!!,train
6715,0,@ktpowers98 @WendyDavisTexas Ha Ha Ha no good fat dyke,test
6719,0,@kyleefagnola call him a cock blocking faggot,train
6725,1,@laceeybugg bitch im 5'7 1/2 smd hoe,train
6733,1,@laser_beam26 text me fag,train
6735,2,"@lauramartyy ""wait n as in nick or m as in mick?"" &#128514;&#128514;",train
6738,2,@lcl03 the slopes aren't for us bro Hahaha,train
6739,2,@lcl03 you've been talking trash since we were 3 and 5.,test
6740,0,@lcxancilleri faggot,validation
6741,0,"@leetreble_ quit bitching faggot, happy you cant see your faggot family cry baby little girl crying in the parking lot, you aint a man sissy",train
6742,0,@leiacatherinexx don&#8217;t be a hurt little faggot,validation
6743,0,"@leighvl Niggas probably be watching me like ""Look at this Uncle Tom ass Rasta""",train
6745,2,"@leprechaun_ie Strong with the Force, leprechauns are.",test
6749,1,@lettherainefall on my way to fuck your bitch,train
6756,1,@lifeof_brandon text me bitch,train
6757,1,@lil_TR1LL can't wait 2 see my bitch tmrw #gatsby #l00py,train
6759,0,"@lillivonschtupp @13Damage @BrazenModels 
I don't likes dat magazine. All da black folk look like dey one chromeasome away from da ape",test
6760,1,@lilmenifee__ &#128514;&#128514;&#128514;&#128514;&#128514; yeah I read yo shit to fast bitch,validation
6762,1,@lilmenifee__ ohh bitch i gotta go fck with my girl my second lil family frfr,train
6770,2,"@littlelouie33 eh, take off hoser.",test
6775,2,"@lloyd7121 @jjauthor @petermickley 
Approximately 1/2 in one crash. There wasn't supposed to be that many members of a seal team on one bird",train
6776,0,@lnsightful @zT_Supreme @uncr4fted @yoPapi_chulo omg no plz stop calling me an idiot... are we in kindergarden you fucking faggot,train
6779,2,@longbongchris mk Hun just textith me,train
6780,1,@longbongchris same here nigga the minute it dropped I got it. Fuck with our team bitch,validation
6782,0,@lord_jonesss none of my business ? Nigga if you get that I'm living with you lol and I'm stealing one of them bitches and 100k &#128056;&#9749;&#65039;,test
6784,2,@louiev_ lol just getting this..early bird catches the worm!,train
6785,2,@louisck a video i made -- Porn Actress Sexy Capri Anderson Kissing Video with Charlie Sheen http://t.co/VTH4r762 via @youtube,train
6786,1,@lovenati after a 2 day bitch fest maybe,train
6788,0,@lucas_wright955 @MichaelGT03 faggots,train
6789,2,"@luchadora41 so was slavery, prohibition and not letting women to vote... segregation jim crow laws.. etc etc i can do this all day lol",train
6792,1,"@lundenm my dad wanted me to ""twat"" him. &#128563;",train
6793,0,@luvvida You're right.. I be around my nig....,test
6807,2,"@mafenske I didn't mock anything! Was asked I believed in Noah's arc and said no, how is that mocking any religion? Opinion that's all",train
6808,0,@maggie_burdis @nickgoldapp lmao dude you are probably the biggest fag in nebraska &#128514;&#128514;&#128514;&#128514;&#128514;,validation
6809,0,@mah5H stfu white trash,train
6812,0,@maliktender gayer then 2 faggots in bed together&#128129;,train
6813,2,@mallenokc @royceyoung extra yellow.,train
6814,2,@mandaxll2963 yellow is even better,train
6816,0,@marclamonthill will you mention why being called nigger is wrong(witch i agree with) &amp; bossy is wrong.but being called a pimp is still ok?,validation
6822,1,"@marissarose_10 
Your mouth
Your pussy
Your ass
My dick
And a sandwich after we fuck.
What kinda question is that?",test
6826,0,@marylene58 @sunflower1790 @shelliecorreia @Jan4USA no just a niggress that thinks she's human.,validation
6827,0,"@matt_chu22 @RyanRiehle I'll do that, if you agree to take your Ethiopian starvin looking nigger ass back to Africa. #BuyFoodLittleGuy",train
6830,1,@mauriokart wtf is ur tumblr bitch,validation
6835,2,@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.,validation
6836,0,"@mayormcginn If racial minorities weren't criminally inclined, they wouldn't have so much to worry about. Act your color, race traitor!",validation
6839,1,@mchastain81 @TheWorldStories you fucked that bitch!,validation
6842,1,@mckinley719 bitch I will kill yo vibe,train
6844,1,@mckinley719 fuck bitches get money,train
6846,2,@mdsaab1 lmaoo abo crusty hands,train
6850,2,@megann_17 you should make me brownies!,test
6855,2,"@mesmart029 Someone recently told me that a local yokel was going to ""use my twitter account to damage me"" so... Yeah.",validation
6857,0,@mflagginski I live in the eye of a white trash hurricane. Milwaukie OR. Where people use bikes BC of DUI's not to save the environment.,test
6858,2,@mfsasso or jim crow laws segregation lynching laws... anti womans suffrage laws... amazing how everyone doesnt want to bring that up,train
6861,0,@michaeldbirch What else do you expect from that nigger lover?,train
6864,2,@michelle_westt birds of a feather..,validation
6867,2,"@michigannews13 wow. Thats great language coming from a HS coach, you sure are a role model, you're trash, just like your account",train
6868,2,@mickeyhart lookin good mick!,test
6869,0,"@midgetmadz shut your dirty dirt trap you limp knees, ashy footed, blue balls, isolated hamster wheel, no nipples bitch",train
6871,0,"@mike_ray7 congratulations, you are officially fucking retarded.",train
6873,0,@mikecheck_123 the favorite drink of white trash everywhere....,train
6879,0,@milfmob @yoPapi_chulo fight me you fucking obese niglet,train
6881,0,@mimiswagnotes You are an ignorant cunt.,train
6882,1,@mingtong007 you still are a cunt,test
6883,2,@miquelpaniscus @ArcusGreatApes @graspunep The person actually holding the ape is NOT Paris. It's her sister,train
6884,0,"@miranda_mills okay, let's fight you ginger faggot",train
6891,0,@mjs79 @ChingonAbe well he is at Genos. So he is the ultimate faggot,train
6893,1,@mkkberger juss the way she stands screams bitch! Lmao @mlwberger @bigbergerc,test
6894,0,@mlvassallo Oh really? fags are gross You aids infected sick fuckers,test
6900,0,"@moneydriven @2ManyLouboutins glad about your uncle, another stupid faggot off the world, hopefully you next.",validation
6901,0,"@moneydriven I see a picture of you smoking, such a man of god. Disgraceful nig, you sir, are an embarrassment.",train
6906,2,@moneypulatief @globalriot Nee dat is na langdurig gepest worden.Zoals ik al zei:in d kiem smoren.Is ook vb voor t kind hoe je moet optreden,train
6907,2,@monicawarren16 #pumprules is on bravo...quality trash,validation
6908,2,@monkbent What's with that come-at-me-bro bird? Stressful.,test
6909,1,@moodym0lly back Atcha bitch!,train
6911,1,@morgan_mccubbin fake bitches.... #nicetry,train
6914,1,@moyizzy naw negro,train
6918,2,@mrfoolycooly i dont think he did the celestial dragon killed him,train
6920,0,@mrgeology no you ignorant cement headed hillbilly. You said taxing. Cant you fuckin read you fucking knob gobbling douchebag,validation
6924,2,@mtmcly he will need monkey bars on his tricycle,validation
